Title,Artist,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,DateAcquired,URL,Height (cm),Width (cm)
On the Shore,Max Weber,(American),(Male),Lithograph,"composition: 5 1/8 x 6 1/2"" (13 x 16.5 cm); sheet: 6 7/8 x 11"" (17.4 x 28 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,13,16.5
Bathers and Sails,Max Weber,(American),(Male),Lithograph,"composition: 8 1/4 x 9 9/16"" (21 x 24.3 cm); sheet: 10 1/4 x 13 3/16"" (26 x 33.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/76982,21,24.3
On the Sofa,Max Weber,(American),(Male),Lithograph,"composition: 9 1/8 x 12 1/16"" (23.1 x 30.7 cm); sheet: 11 7/16 x 15 15/16"" (29 x 40.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.1,30.7
Draped Head,Max Weber,(American),(Male),Lithograph,"composition: 3 3/8 x 2 9/16"" (8.5 x 6.5 cm); sheet: 9 7/16 x 7 3/8"" (24 x 18.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,8.5,6.5
Alone,Max Weber,(American),(Male),Lithograph,"composition: 5 7/16 x 4 1/2"" (13.8 x 11.4 cm); sheet: 9 13/16 x 7"" (24.9 x 17.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,13.8,11.4
The Huts,Max Weber,(American),(Male),Lithograph,"composition: 4 1/16 x 5 1/8"" (10.3 x 13 cm); sheet: 6 1/4 x 10 15/16"" (15.8 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,10.3,13
Solo,Max Weber,(American),(Male),Lithograph,"composition: 8 3/8 x 5 11/16"" (21.2 x 14.5 cm); sheet: 10 15/16 x 7 1/16"" (27.8 x 18 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.2,14.5
Pewter Cup,Max Weber,(American),(Male),Lithograph,"Comp. 8 7/16 x 9 3/4"" (21.5 x 24.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.5,24.7
Nude,Max Weber,(American),(Male),Transfer lithograph,"Comp. 6 9/16 x 2 1/4"" (16.8 x 5.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,16.8,5.8
The Balcony,Max Weber,(American),(Male),Lithograph,"composition: 7 5/16 x 8 5/8"" (18.6 x 21.9 cm); sheet: 10 1/4 x 11 1/2"" (26 x 29.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.6,21.9
Three Figures - Wrestlers,Max Weber,(American),(Male),Lithograph,"composition: 10 3/16 x 8 1/4"" (25.9 x 21 cm); sheet (irreg.): 18 1/8 x 13 1/4"" (46 x 33.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77014,25.9,21
The Rabbi,Max Weber,(American),(Male),Lithograph,"composition: 8 3/4 x 6 7/8"" (22.2 x 17.5 cm); sheet: 12 11/16 x 11 13/16"" (32.3 x 30 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,22.2,17.5
The Model,Max Weber,(American),(Male),Lithograph,"composition: 8 5/16 x 5 9/16"" (21.1 x 14.2 cm); sheet: 11 x 8 15/16"" (28 x 22.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.1,14.2
Peace,Max Weber,(American),(Male),Lithograph,"composition: 6 11/16 x 9 7/16"" (17 x 24 cm); sheet: 10 1/8 x 11 3/8"" (25.7 x 28.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,17,24
Mother Love,Max Weber,(American),(Male),"Lithograph, printed in black","Comp. 11 1/8 x 6 11/16"" (28.3 x 16.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,28.3,16.9
Repose,Max Weber,(American),(Male),Transfer lithograph,"composition: 3 3/4 x 4 3/4"" (9.5 x 12 cm); sheet: 6 13/16 x 9 15/16"" (17.3 x 25.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,9.5,12
Sabbath,Max Weber,(American),(Male),Lithograph,"composition: 7 7/8 x 6 5/8"" (20 x 16.9 cm); sheet: 10 15/16 x 8 1/8"" (27.8 x 20.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,20,16.9
Woman Kneeling,Max Weber,(American),(Male),Lithograph,"Comp. 6 1/8 x 3 1/2"" (15.6 x 9.0 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,15.6,9
Mirror #1,Max Weber,(American),(Male),Lithograph,"composition: 8 3/16 x 12 7/8"" (20.8 x 32.7 cm); sheet: 12 1/2 x 15 9/16"" (31.8 x 39.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77034,20.8,32.7
French Jug,Max Weber,(American),(Male),Lithograph,"composition: 9 1/8 x 7 5/16"" (23.1 x 18.5cm); sheet: 11 7/8 x 10 13/16"" (30.1 x 27.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.1,18.5
Two Pears,Max Weber,(American),(Male),Lithograph,"composition: 7 7/8 x 15 9/16"" (20 x 39.5 cm); sheet: 13 5/16 x 19 1/16"" (33.8 x 48.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77040,20,39.5
Mirror #2,Max Weber,(American),(Male),Lithograph,"composition: 8 3/16 x 12 13/16"" (20.8 x 32.6 cm); sheet: 11 9/16 x 16"" (29.3 x 40.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77042,20.8,32.6
Rose,Max Weber,(American),(Male),Lithograph,"composition: 7 1/16 x 10 1/16"" (17.9 x 25.5cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77044,17.9,25.5
Cactus Plant,Max Weber,(American),(Male),Lithograph,"composition: 13 1/2 x 8 11/16"" (34.3 x 22cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77046,34.3,22
Italian Model,Max Weber,(American),(Male),Lithograph,"composition: 9 13/16 x 7 3/8"" (24.9 x 18.8 cm); sheet: 13 1/16 x 12 15/16"" (33.2 x 32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77048,24.9,18.8
The Embrace,Max Weber,(American),(Male),Lithograph,"composition: 7 11/16 x 3 9/16"" (19.5 x 9 cm); sheet: 11 7/8 x 6 1/2"" (30.1 x 16.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77058,19.5,9
Huts,Max Weber,(American),(Male),Lithograph,"Comp. 4 1/16 x 5 1/8"" (10.4 x 13.0 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,10.4,13
French Jug,Max Weber,(American),(Male),Lithograph,"composition: 9 3/16 x 7 5/16"" (23.3 x 18.6cm); sheet: 11 1/4 x 9 3/8"" (28.6 x 23.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.3,18.6
First Snow at Leonia,Mahonri M. Young,(American),(Male),Etching,"Plate 5 5/8 x 6 5/8"" (14.3 x 16.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,14.3,16.8
Saturday Night in a New England Kitchen,Marguerite Zorach,(American),(Female),"Lithograph, with watercolor additions","composition (irreg.): 10 7/16 í_14 3/16"" (26.5 í_36.1 cm); sheet: 13 3/8 í_17 11/16"" (33.9 í_45 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77069,26.5,36.1
New England Interior,Marguerite Zorach,(American),(Female),Transfer lithograph with watercolor additions,"composition: 11 3/8 x 14 5/16"" (28.9 x 36.3 cm); sheet: 13 3/8 x 18 7/8"" (34 x 48 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77072,28.9,36.3
Interior White Mountains,Marguerite Zorach,(American),(Female),Transfer lithograph with watercolor additions,"composition: 9 15/16 í_13 11/16"" (25.2 í_34.8 cm); sheet: 13 9/16 í_17 3/4"" (34.4 í_45.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77075,25.2,34.8
The Country Sociable - New England - 1915,Marguerite Zorach,(American),(Female),"Lithograph, with watercolor additions","composition: 11 1/8 x 16 1/8"" (28.3 x 41 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77078,28.3,41
Maine Landscape,Marguerite Zorach,(American),(Female),Lithograph,"composition: 9 9/16 x 9 1/2"" (24.3 x 24.1 cm); sheet: 16 í_11 9/16"" (40.6 í_29.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77081,24.3,24.1
Nude with Cat,Marguerite Zorach,(American),(Female),Lithograph,"composition: 17 3/8 x 11 11/16"" (44.2 x 29.7 cm); sheet:  21 11/16 x 15 13/16"" (55 x 40.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77083,44.2,29.7
Red Dahlia,Marguerite Zorach,(American),(Female),Lithograph,"composition: 14 9/16 x 8"" (37 x 20.4 cm); sheet (irreg): 21 3/4 x 15 3/4"" (55 x 40.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77085,37,20.4
Cat and Flowers,Marguerite Zorach,(American),(Female),Lithograph,"composition: 18 1/4 í_13 9/16"" (46.4 í_34.5 cm); sheet: 20 5/8 í_15 7/8"" (52.4 í_40.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77087,46.4,34.5
Landscape,Marguerite Zorach,(American),(Female),Lithograph,"composition: 11 1/4 í_17 3/8"" (28.5 í_44.2 cm); sheet: 15 7/16 í_19 11/16"" (39.2 í_50 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77090,28.5,44.2
First Lessons,Marguerite Zorach,(American),(Female),Lithograph,"composition (irreg.): 12 1/8 í_7 5/16"" (30.8 í_18.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,30.8,18.5
A Happy New Year,Marguerite Zorach,(American),(Female),Linoleum cut,"composition: 8 7/16 x 6"" (21.4 x 15.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77095,21.4,15.3
Christmas Card from the Zorachs,Marguerite Zorach,(American),(Female),Linoleum cut,"composition (irreg.): 8 1/2 x 6 5/16"" (21.6 x 16 cm); sheet (irreg.): 9 11/16 x 7 3/16"" (24.6 x 18.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.6,16
Christmas Card from the Zorachs,Marguerite Zorach,(American),(Female),Linoleum cut,"composition (irreg.): 6 3/4 í_7 15/16"" (17.2 í_20.1 cm); sheet: 8 3/4 í_8 7/16"" (22.3 í_21.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77101,17.2,20.1
Maine Sheriff,Marguerite Zorach,(American),(Female),Lithograph,"composition: 10 1/4 x 14 13/16"" (26 x 37.6 cm); sheet: 15 3/8 x 20 9/16"" (39 x 52.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77104,26,37.6
Maine Sheriff,Marguerite Zorach,(American),(Female),Transfer lithograph,"composition: 10 3/16 í_14 13/16"" (25.8 í_37.7 cm); sheet: 15 15/16 í_22"" (40.5 í_55.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77107,25.8,37.7
"Rain at Macgawa, Sashu Province",Hasui,(Japanese),(Male),Woodcut,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Snow Scene in Hida Province,Hasui,(Japanese),(Male),Woodcut,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
"Shimkyochu, Enshu Province",Hasui,(Japanese),(Male),Woodcut,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Ferryboat at Kodai,Yoshi,(Japanese),(Male),"Woodcut, in color",,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Vaudeville in Harlem (Teatro de Variedades en Harlem),Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 11 15/16 x 15 7/8"" (30.3 x 40.4 cm); sheet: 13 3/4 x 17 13/16"" (35 x 45.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77124,30.3,40.4
The Maguey,Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 9 7/8 í_16"" (25.1 í_40.6 cm); sheet: 12 í_18 7/16"" (30.5 í_46.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77126,25.1,40.6
Rear Guard (La Retaguardia),Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 13 15/16 í_18 11/16"" (35.4 í_47.4 cm); sheet: 15 1/8 í_21 9/16"" (38.4 í_54.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77128,35.4,47.4
Mexican Pueblo,Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 10 7/8 í_15 1/4"" (27.7 í_38.8 cm); sheet: 15 15/16 í_22 1/8"" (40.5 í_56.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77130,27.7,38.8
Unemployed,Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 14 5/8 í_10 1/2"" (37.1 í_26.7 cm); sheet: 19 15/16 í_13"" (50.6 í_33 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77133,37.1,26.7
Three Generations (Tres generaciones),Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 10 3/8 í_14 3/4"" (26.4 í_37.5 cm); sheet: 13 3/4 í_18 1/2"" (34.9 í_47 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77136,26.4,37.5
Marching Women,Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition: 11 1/16 í_17 15/16"" (28.1 í_45.5 cm); sheet: 14 11/16 í_21 5/16"" (37.3 í_54.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77138,28.1,45.5
Mexican Landscape,Josí_Clemente Orozco,(Mexican),(Male),Lithograph,"composition (irreg.): 12 11/16 í_17 5/16"" (32.3 í_43.9 cm); sheet: 15 3/4 í_22 1/2"" (40 í_57.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77141,32.3,43.9
Laundry,Josí_Pavon,(Mexican),(Male),Lithograph,"Comp. 8 9/16 x 10 15/16"" (21.8 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.8,27.8
Flower Market,"Diego Rivera, unknown",(Mexican),(Male) (),Lithograph,"composition: 11 x 15 7/8"" (28 x 40.4 cm); sheet: 14 15/16 x 19 7/8"" (38 x 50.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77149,28,40.4
Self Portrait (Autorretrato),Diego Rivera,(Mexican),(Male),Lithograph,"composition: 15 7/8 x 11 1/4"" (40.3 x 28.6 cm); sheet: 24 7/8 x 18 7/8"" (63.2 x 47.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77152,40.3226,28.5751
Nude with Necklace,Diego Rivera,(Mexican),(Male),Lithograph,"composition (irreg.): 16 7/16 x 11 1/4"" (41.8 x 28.5 cm); sheet: 20 3/16 x 15 3/16"" (51.2 x 38.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77155,41.8,28.5
Market,Diego Rivera,(Mexican),(Male),Lithograph,"composition: 11 x 15 7/8"" (27.9 x 40.3 cm); sheet: 14 9/16 x 19 15/16"" (37 x 50.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77157,27.9,40.3
The Fruits of Labor,Diego Rivera,(Mexican),(Male),Lithograph,"composition: 16 7/16 í_11 13/16"" (41.8 í_30 cm); sheet: 20 9/16 í_14 15/16"" (52.3 í_37.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77159,41.8,30
The Rural School,Diego Rivera,(Mexican),(Male),Lithograph,"composition: 12 1/2 x 16 3/8"" (31.8 x 41.6 cm); sheet: 15 1/4 x 21 3/16"" (38.8 x 53.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77162,31.8,41.6
Boy and Dog,Diego Rivera,(Mexican),(Male),Lithograph,"composition: 16 1/2 x 11 7/8"" (41.9 x 30.2 cm); sheet: 20 x 14 1/2"" (50.8 x 36.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77164,41.9,30.2
Zapata,Diego Rivera,(Mexican),(Male),Lithograph,"composition: 16 3/16 x 13 1/8"" (41.1 x 33.3 cm); sheet: 20 11/16 x 15 3/8"" (52.6 x 39 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77166,41.1,33.3
Zapata,David Alfaro Siqueiros,(Mexican),(Male),Lithograph,"composition: 20 15/16 x 15 11/16"" (53.2 x 39.9 cm); sheet: 26 7/16 x 21"" (67.2 x 53.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/77181,53.2,39.9
Fox,Georges Braque,(French),(Male),Drypoint,"plate: 21 7/16 x 14 15/16"" (54.5 x 38 cm); sheet: 25 11/16 x 20"" (65.3 x 50.8 cm)",Gift of Abby Aldrich Rockefeller,Print,6/17/40,http://www.moma.org/collection/works/77364,54.5,38
Head of an Indian,David Alfaro Siqueiros,(Mexican),(Male),Lithograph,"composition: 16 9/16 x 10 5/8"" (42 x 27 cm)",Purchase,Print,9/30/40,http://www.moma.org/collection/works/77435,42,27
Death (Tod),Kí_the Kollwitz,(German),(Female),Five from a series of eight lithographs,"composition (see child records): dimensions vary; sheet (each approx.): 26 3/16 x 21"" (66.5 x 53.4 cm)",Purchase,Print,9/30/40,http://www.moma.org/collection/works/77440,66.5,53.4
Anxiety,Edvard Munch,(Norwegian),(Male),Lithograph,"composition: 16 5/16 x 15 3/8"" (41.4 x 39.1 cm); sheet: 22 1/2 x 16 15/16"" (57.1 x 43.1 cm)",Abby Aldrich Rockefeller Fund,Print,9/30/40,http://www.moma.org/collection/works/77442,41.4,39.1
Three Children,Arbit Blatas,(American),(Male),Oil on canvas,"39 1/4 x 13 5/8"" (99.7 x 34.6 cm)","Gift of the French Art Galleries, Inc.",Painting,4/5/40,http://www.moma.org/collection/works/78422,99.7,34.6
Mother and Child,Abraham Rattner,(American),(Male),Oil on canvas,"28 3/4 x 39 3/8"" (73 x 100 cm)",Given anonymously,Painting,4/5/40,http://www.moma.org/collection/works/78474,73,100
Nursery,Stanley Spencer,(British),(Male),Oil on canvas,"30 1/8 x 36 1/8"" (76.5 x 91.8 cm)","Gift of the Contemporary Art Society, London",Painting,4/5/40,http://www.moma.org/collection/works/78487,76.5,91.8
Jean Cocteau,Christian Bí_ard,(French),(Male),Oil on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Abby Aldrich Rockefeller Fund,Painting,4/5/40,http://www.moma.org/collection/works/78503,65.1,54
Self-Portrait,Oskar Kokoschka,(Austrian),(Male),Oil on canvas,"32 1/8 x 19 1/2"" (81.6 x 49.5 cm)",Purchase,Painting,4/5/40,http://www.moma.org/collection/works/78508,81.6,49.5
Expectation,Richard Oelze,(German),(Male),Oil on canvas,"32 1/8 x 39 5/8"" (81.6 x 100.6 cm)",Purchase,Painting,4/5/40,http://www.moma.org/collection/works/78518,81.6,100.6
Country Fair,Pierre Roy,(French),(Male),Oil on canvas,"16 1/8 x 13"" (41 x 33 cm)",Gift of Abby Aldrich Rockefeller,Painting,4/5/40,http://www.moma.org/collection/works/78916,41,33
Night Windows,Edward Hopper,(American),(Male),Oil on canvas,"29 x 34"" (73.7 x 86.4 cm)",Gift of John Hay Whitney,Painting,5/28/40,http://www.moma.org/collection/works/79270,73.7,86.4
Flowers in a Vase,Frederick Papsdorf,(American),(Male),Oil on canvas,"18 1/4 x 14 1/4"" (46.3 x 36.2 cm)",Purchase,Painting,5/28/40,http://www.moma.org/collection/works/79273,46.3,36.2
Flute Player,Reuven Rubin,(Israeli),(Male),Oil on canvas,"32 x 25 5/8"" (81.3 x 65.1 cm)",Gift of Mrs. Felix M. Warburg,Painting,5/28/40,http://www.moma.org/collection/works/79276,81.3,65.1
Dive Bomber and Tank,Josí_Clemente Orozco,(Mexican),(Male),"Fresco, six panels","Each 9' x 36"" (275 x 91.4 cm), overall 9 x 18' (275 x 550 cm)",Commissioned through the Abby Aldrich Rockefeller Fund,Painting,9/30/40,http://www.moma.org/collection/works/80681,274.3,548.6
Agrarian Leader Zapata,Diego Rivera,(Mexican),(Male),Fresco on reinforced cement in galvanized-steel framework,"7' 9 3/4"" x 6' 2"" (238.1 x 188 cm)",Abby Aldrich Rockefeller Fund,Painting,5/28/40,http://www.moma.org/collection/works/80682,238.1,188
Tribulations of Saint Anthony,James Ensor,(Belgian),(Male),Oil on canvas,"46 3/8 x 66"" (117.8 x 167.6 cm)",Purchase,Painting,9/30/40,http://www.moma.org/collection/works/80683,117.8,167.6
Leaves and Navels,Jean (Hans) Arp,(French),(Male),Oil and cord on canvas,"13 3/4 x 10 3/4"" (35 x 27.3 cm)",Purchase,Painting,9/30/40,http://www.moma.org/collection/works/80686,35,27.3
Ethnography,David Alfaro Siqueiros,(Mexican),(Male),Enamel on composition board,"48 1/8 x 32 3/8"" (122.2 x 82.2 cm)",Gift of Abby Aldrich Rockefeller,Painting,9/30/40,http://www.moma.org/collection/works/80690,122.2,82.2
Woman's Head (Fernande),Pablo Picasso,(Spanish),(Male),Bronze,"16 1/4 x 9 3/4 x 10 1/2"" (41.3 x 24.7 x 26.6 cm)",Purchase,Sculpture,5/28/40,http://www.moma.org/collection/works/82049,41.3,24.7
Painted Relief,Ben Nicholson,(British),(Male),Oil and pencil on composition boards mounted on painted plywood,"32 7/8 x 45"" (83.5 x 114.3 cm)",Gift of H. S. Ede and the artist (by exchange),Sculpture,9/30/40,http://www.moma.org/collection/works/82050,83.5,114.3
Anne Morrow Lindbergh,Charles Despiau,(French),(Male),Bronze,"15 1/2 x 8 x 9"" (39.4 x 20.4 x 22.9 cm)",Gift of Colonel and Mrs. Charles A. Lindbergh,Sculpture,9/30/40,http://www.moma.org/collection/works/82052,39.4,20.4
Anthony: What Is the Point of All This? The Devil: There Is No Point! (Antoine: Quel est le but de tout cela? Le Diable: Il n'y a pas de but!) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine),Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 12 1/4 x 9 7/8"""" (31.1 x 25.1 cm); sheet: 20 7/16 x 15 3/4"""" (51.9 x 40 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/91407,31.1151,25.0826,
"And on Every Side Are Columns of Basalt, . . . the Light Falls from the Vaulted Roof (Et partout ce sont des colonnes de basalte, . . . la lumií_e tombe des voíétes) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 9 1/2 x 7 7/16"""" (24.2 x 18.9 cm); sheet: 20 5/8 x 15 7/8"""" (52.4 x 40.3 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97968,24.2,18.9,
My Kisses Have the Taste of a Fruit That Would Melt in Your Heart! . . . You Disdain Me! Farewell! (Mes baisers ont le gout d'un fruit qui se fondrait dans ton coeur! . . . Tu me dí_aignes! Adieu!) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine),Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition (irreg.): 7 15/16 x 6 7/16"""" (20.2 x 16.3 cm); sheet: 20 9/16 x 15 5/8"""" (52.2 x 39.7 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97969,20.2,16.3,
"Flowers Fall, and the Head of a Python Appears (Des fleurs tombent, et la tí_e d'un python paraí_) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 10 3/16 x 7 13/16"""" (25.9 x 19.8 cm); sheet: 20 3/8 x 15 5/8"""" (51.7 x 39.7 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97970,25.9,19.8,
"In the Shadows Are People, Weeping and Praying, Surrounded by Others Who Are Exhorting Them . . . (Dans l'ombre des gens pleurent et prient entourí_ d'autres qui les exhortent . . .) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 10 3/8 x 8 7/16"""" (26.3 x 21.5 cm); sheet: 20 7/8 x 15 7/16"""" (53 x 39.2 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97971,26.3,21.5,
". . . And He Discerns an Arid, Knoll-Covered Plain (. . . Et il distingue une plaine aride et mamelonneuse) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 9 11/16 x 7 13/16"""" (24.6 x 19.8 cm); sheet: 20 15/16 x 15 11/16"""" (53.2 x 39.8 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97972,24.6,19.8,
"She Draws from Her Bosom a Sponge, Perfectly Black, and Covers It with Kisses (Elle tire de sa poitrine une í_onge toute noire, la couvre de baisers) from The Temptation of Saint Anthony (La Tentation de Saint-Antoine)",Odilon Redon,(French),(Male),"One from a portfolio of 23 lithographs on chine appliquí_""composition: 7 5/8 x 6 1/16"""" (19.3 x 15.4 cm); sheet: 20 5/8 x 15 13/16"""" (52.4 x 40.2 cm)""",Gift of Abby Aldrich Rockefeller,Print,4/5/1940,http://www.moma.org/collection/works/97973,19.3,15.4,
