Title,Artist,ConstituentID,ArtistBio,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm)
Why Me! from Exit 99,Leon Golub,2223,"(American, 1922‰Û_004)",(American),(Male),Screenprint from a portfolio of seven screenprints and one etching and aquatint,"composition: 27 1/2 x 20 3/4"" (69.8 x 52.7cm); sheet: 29 15/16 x 22 1/16"" (76 x 56cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63801,http://www.moma.org/collection/works/63801,http://www.moma.org/media/W1siZiIsIjI2NjYxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2ae05c1f19e83baa,69.8,52.7
Surveillance; Alien/Houston St. Deli from Exit 99,Tony Oursler,7489,"(American, born 1957)",(American),(Male),Screenprint from a portfolio of seven screenprints and one etching and aquatint,"composition: 25 x 16 3/4"" (63.5 x 42.5cm); sheet: 29 15/16 x 21 15/16"" (76 x 55.8cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63802,http://www.moma.org/collection/works/63802,http://www.moma.org/media/W1siZiIsIjI2NjYxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8d310afef8a9ff6,63.5,42.5
Clearly Its Closer to Rising from Exit 99,Bruce Pearson,8201,(American),(American),(Male),Screenprint from a portfolio of seven screenprints and one etching and aquatint,"composition and sheet: 29 15/16 x 22"" (76 x 55.9cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63803,http://www.moma.org/collection/works/63803,http://www.moma.org/media/W1siZiIsIjI2NjYxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e28333fb72bc9d59,76,55.9
Flip from Exit 99,Richard Tuttle,5983,"(American, born 1941)",(American),(Male),"Screenprint, die cutting, and wool","irreg composition  30 x 21 15/16"" (76.2 x 55.7 cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,N,63804,,,76.2,55.7
,,,,,,,,,,,,,,,,,
,,,,,,,"sheet  30 x 21 15/16"" (76 x 55.7 cm)",,,,,,,,,,
Lorraine from Exit 99,Nari Ward,8202,"(American, born 1963)",(American),(Male),Screenprint and thermography with collage additions from a portfolio of seven screenprints and one etching and aquatint,"composition: 27 1/2 x 20 7/8"" (69.8 x 53cm); sheet: 29 15/16 x 21 7/8"" (76 x 55.6cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63805,http://www.moma.org/collection/works/63805,http://www.moma.org/media/W1siZiIsIjI2NTU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8a0629fd5190bc2,69.8,53
Night Flowers from Exit 99,Lisa Yuskavage,7965,"(American, born 1962)",(American),(Female),Etching and aquatint from a portfolio of seven screenprints and one etching and aquatint,"plate: 17 13/16 x 21 7/8"" (45.3 x 55.6cm); sheet: 21 5/8 x 26 15/16"" (55 x 68.5cm)",Jacqueline Brody Fund,Print,Drawings & Prints,3/2/00,Y,63806,http://www.moma.org/collection/works/63806,http://www.moma.org/media/W1siZiIsIjI2NTU2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bddd9faf6b91208b,45.3,55.6
Camouflage,Andy Warhol,6246,"(American, 1928‰Û_987)",(American),(Male),Portfolio of eight screenprints,"composition and sheet (each): 38 x 38"" (96.5 x 96.5 cm)",John B. Turner Fund,Print,Drawings & Prints,3/2/00,Y,63822,http://www.moma.org/collection/works/63822,,96.5202,96.5202
"Eyes, Dark",Lynne Yamamoto,8199,"(American, born 1961)",(American),(Female),Portfolio of 16 photogravures,"plate (each): 3 1/2 _ 5"" (8.9 _ 12.7 cm); sheet (each): 9 _ 9"" (22.9 _ 22.9 cm)",Monroe Wheeler Fund,Print,Drawings & Prints,3/2/00,Y,63856,http://www.moma.org/collection/works/63856,http://www.moma.org/media/W1siZiIsIjIzNzY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b5b6fc14e1aa485,8.89001778,12.7000254
Decrease the Mass and Run Like Hell (for Parkett 57),Doug Aitken,8260,"(American, born 1968)",(American),(Male),"Multiple of mylar, wood, plastic, and fabric kite; and commercially-printed poster","composition (Kite): 34 1/4 x 32 11/16"" (87 x 83 cm); sheet (poster): 20 1/16 x 15 9/16"" (51 x 39.5 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,11/9/00,Y,76378,http://www.moma.org/collection/works/76378,http://www.moma.org/media/W1siZiIsIjU2MzY3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0d08e208861dbc20,87,83
The Man in Black/Drone Harness,Matthew Barney,7005,"(American, born 1967)",(American),(Male),Multiple of vinyl record and folio jacket,"Sheet (cover): 12 3/8 x 12 5/16"" (31.4 x 31.3 cm)",Monroe Wheeler Fund,Multiple,Drawings & Prints,11/9/00,Y,76381,http://www.moma.org/collection/works/76381,http://www.moma.org/media/W1siZiIsIjMxMDEyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9f0bf49ff1adb38,31.43256287,31.27381255
Untitled (for Parkett no. 56),Vanessa Beecroft,8261,"(Italian, born 1969)",(Italian),(Female),Series of five screenprints,"composition (each): 19 13/16 x 27 5/8"" (50.4 x 70.2 cm); sheet (each): 19 11/16 x 27 5/8"" (50 x 70.2 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,11/9/00,Y,76384,http://www.moma.org/collection/works/76384,,50.4,70.2
Exquisite Corpse,"Jake Chapman, Dinos Chapman","8266, 8267","(British, born 1966) (British, born 1962)",(British) (British),(Male) (Male),Portfolio of 20 etchings,"plate (each approx.): 9 1/16 x 7 1/16"" (23 x 18 cm); sheet (each approx.): 18 1/8 x 14 15/16"" (46 x 38 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,11/9/00,Y,76387,http://www.moma.org/collection/works/76387,http://www.moma.org/media/W1siZiIsIjE4MDk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c4506c357be0849d,23,18
Self-Portrait Manipulated,Chuck Close,1156,"(American, born 1940)",(American),(Male),Handmade paper,"Composition: 29 5/16 x 20 7/8"" (74.5 x 53 cm); sheet: 38 3/16 x 27 15/16"" (97 x 71 cm)","John B. Tuner Fund and Eugene Mercy, Jr. Fund",Print,Drawings & Prints,11/9/00,Y,76390,http://www.moma.org/collection/works/76390,,74.5,53
Self-Portrait/Spitbite/White on Black,Chuck Close,1156,"(American, born 1940)",(American),(Male),Aquatint,"Plate: 13 1/2 x 9 5/8"" (34.3 x 24.4 cm); sheet: 21 x 15 3/4"" (53.3 x 40 cm)",Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76393,http://www.moma.org/collection/works/76393,http://www.moma.org/media/W1siZiIsIjcxMTgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=efa245b1823bf7ab,34.2901,24.4475
Self-Portrait No. 1,Chuck Close,1156,"(American, born 1940)",(American),(Male),Linoleum cut,"Composition: 11 11/16 x 8 7/8"" (29.7 x 22.5 cm); sheet: 23 5/8 x 17 15/16"" (60 x 45.5 cm)","John B. Turner Fund and Eugene Mercy, Jr. Fund",Print,Drawings & Prints,11/9/00,Y,76396,http://www.moma.org/collection/works/76396,http://www.moma.org/media/W1siZiIsIjIxNTA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0be757a3a0682cc,29.7,22.5
Self-Portrait,Chuck Close,1156,"(American, born 1940)",(American),(Male),Screenprint,"Composition: 58 7/8 x 47 7/16"" (149.5 x 120.5 cm); sheet: 65 3/4 x 54 1/8"" (167 x 137.5 cm)",Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76399,http://www.moma.org/collection/works/76399,,149.5,120.5
Self-Portrait/Scribble/Etching,Chuck Close,1156,"(American, born 1940)",(American),(Male),Soft-ground etching,"Composition: 9 13/16 x 8 1/16"" (25 x 20.5 cm); sheet: 18 1/8 x 15 3/8"" (46 x 39 cm)",Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76402,http://www.moma.org/collection/works/76402,http://www.moma.org/media/W1siZiIsIjE4MDk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3835b9cc6582c5c,25,20.5
Self-Portrait/Scribble/Etching Box Set,Chuck Close,1156,"(American, born 1940)",(American),(Male),12 plate proofs and 12 progressive proofs,"plate (each): 11 7/8 x 10"" (30.1 x 25.4 cm); sheet (each): 18 1/8 x 15 3/8"" (46 x 39 cm)",Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76405,http://www.moma.org/collection/works/76405,http://www.moma.org/media/W1siZiIsIjE4MDkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e34982c3030e2877,30.1,25.4
Self-Portrait/Pulp/Pochoir,Chuck Close,1156,"(American, born 1940)",(American),(Male),Paper pulp and pochoir,"composition and sheet: 25 3/16 x 19 5/16"" (64 x 49 cm)",Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76408,http://www.moma.org/collection/works/76408,http://www.moma.org/media/W1siZiIsIjIxODI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce70e54322f869c3,63.9764,49
"Human Furrier, Nipple Corset",Nicola Costantino,8275,"(Argentine, born 1964)",(Argentine),(Female),Multiple of silicone and fabric,"overall (irreg.): 13 3/8 x 32 1/16 x 9 1/16"" (34 x 81.5 x 23 cm)",Gift of Juan Vergez,Multiple,Drawings & Prints,11/9/00,Y,76412,http://www.moma.org/collection/works/76412,,32,30
His Mistress' Toy (for Parkett no. 58),Sylvie Fleury,7674,"(Swiss, born 1961)",(Swiss),(Female),Multiple of polyurethane shoe with integrated noisemaker,"Overall: 4 7/16 x 3 3/4 x 7 11/16"" (11.2 x 9.5 x 19.5 cm)",Roxanne H. Frank Fund,Multiple,Drawings & Prints,11/9/00,Y,76422,http://www.moma.org/collection/works/76422,http://www.moma.org/media/W1siZiIsIjEwMjk3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a884f8d335f1a699,11.2,9.5
Ssblak!Ssblak!!Ssblakallblak! Wonder#9,Ellen Gallagher,7639,"(American, born 1965)",(American),(Female),"Portfolio of four etchings with screenprint and chine collÌ©, three lithographs (one with blind embossing, one with etching), and three screenprints with etching (one with lithograph)",see child records,Virginia Cowles Schroth Fund,Print,Drawings & Prints,11/9/00,Y,76426,http://www.moma.org/collection/works/76426,,,
Lambs Ears (for Parkett no. 57),Nan Goldin,7532,"(American, born 1953)",(American),(Female),Chromogenic color print,"composition: 15 7/8 x 23 7/16"" (40.3 x 59.6 cm); sheet: 19 11/16 x 24 1/16"" (50 x 61.1 cm)",Roxanne H. Frank Fund,Print,Drawings & Prints,11/9/00,Y,76430,http://www.moma.org/collection/works/76430,http://www.moma.org/media/W1siZiIsIjIyMDY4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78c464bc27c142da,40.3,59.6
Swiss Made (for Parkett no. 57),Thomas Hirschhorn,8276,"(Swiss, born 1957)",(Swiss),(Male),"Multiple of cardboard, aluminum foil, felt, wood, and plastic","composition: 93 11/16 x 20 9/16 x 2 3/8"" (238 x 52.2 x 6 cm)",Roxanne H. Frank Fund,Multiple,Drawings & Prints,11/9/00,Y,76434,http://www.moma.org/collection/works/76434,,238,52.2
Blowing Up the Brandenburg Gate. Proposal for the 1994-95 Competition for Berlin Memorial for the Murdered Jews of Europe,Horst Hoheisel,8277,"(German, born 1944)",(German),(Male),Two lithographs with oil crayon and pencil additions,,Gift of the artist,Print,Drawings & Prints,11/9/00,Y,76438,http://www.moma.org/collection/works/76438,,,
Untitled,Jasper Johns,2923,"(American, born 1930)",(American),(Male),Linoleum cut,"Composition: 16 1/8 x 10 5/8"" (41 x 27 cm); sheet: 22 13/16 x 16 3/4"" (58 x 42.5 cm)","Acquired through the generosity of Nelson Blitz, Jr. with Catherine Woodard and Perri and Allison Blitz in honor of Riva Castleman",Print,Drawings & Prints,11/9/00,Y,76442,http://www.moma.org/collection/works/76442,http://www.moma.org/media/W1siZiIsIjg1OTM0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1cd42bc7c4b4717f,41,27
Small Vitrine,Michael Joo,8278,"(American, born 1966)",(American),(Male),Multiple of plastic anatomical model,"overall: 4 3/4 x 8 1/4 x 7 5/16"" (12 x 21 x 18.5 cm)",Gift of Agnes Gund and Daniel Shapiro,Multiple,Drawings & Prints,11/9/00,Y,76446,http://www.moma.org/collection/works/76446,,12,21
Encounter with an Angel,Ilya Kabakov,6633,"(American, born Russia 1933)",(American),(Male),Lithograph,"composition: 24 13/16 x 35 1/4"" (63 x 89.5 cm); sheet: 33 7/8 x 43 1/2"" (86 x 110.5 cm)",Gift of Agnes Gund and Daniel Shapiro,Print,Drawings & Prints,11/9/00,Y,76450,http://www.moma.org/collection/works/76450,,63,89.5
How Can One Change One's Self?,Ilya Kabakov,6633,"(American, born Russia 1933)",(American),(Male),Lithograph,"composition: 24 13/16 x 35 1/4"" (63 x 89.5 cm); sheet: 33 7/8 x 43 7/16"" (86 x 110.3 cm)",Gift of Agnes Gund and Daniel Shapiro,Print,Drawings & Prints,11/9/00,Y,76454,http://www.moma.org/collection/works/76454,,63,89.5
Untitled,Julian Lethbridge,3500,"(British, born 1947)",(British),(Male),Lithograph,"Composition: 20 1/16 x 20 1/16"" (51 x 51 cm); sheet: 34 1/4 x 28 1/4"" (87 x 71.7 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76457,http://www.moma.org/collection/works/76457,,51,51
Rythm Mastr,Kerry James Marshall,8285,"(American, born 1955)",(American),(Male),Series of three artist's newspapers,"composition (each): 16 1/8 x 9 11/16"" (41 x 24.6 cm); sheet (each, folded): 16 15/16 _ 11 7/16"" (43.1 _ 29 cm); sheet (each, unfolded): 16 15/16 _ 22 3/4"" (43.1 _ 57.8 cm)",Monroe Wheeler Fund,Print,Drawings & Prints,11/9/00,N,76461,,,41,24.6
Or (Red Rover),Suzanne McClelland,7006,"(American, born 1959)",(American),(Female),"Etching, drypoint and aquatint on chine colle","Composition: 7 7/8 x 7 3/4"" (20 x 19.7 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76465,http://www.moma.org/collection/works/76465,http://www.moma.org/media/W1siZiIsIjE2NzcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97c1c3930121ef80,20,19.7
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet: 14 9/16 x 13 5/8"" (37 x 34.6 cm)",,,,,,,,,,
Elephant Women from the series Personal Articles,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 9 5/16 x 6"" (23.6 x 15.2 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76470,http://www.moma.org/collection/works/76470,http://www.moma.org/media/W1siZiIsIjIyMzAxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e434e3c521d03517,23.6,15.2
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 9 5/16 x 6"" (23.6 x 15.2 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
"""Hey If You're So Damn Smart, Why Can't You Ever Get a Date?"" from the series Personal Articles",Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 12 1/8 x 5 1/4"" (30.8 x 13.3 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76471,http://www.moma.org/collection/works/76471,http://www.moma.org/media/W1siZiIsIjIyMzAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e444ddca9531216a,30.8,13.3
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 12 1/8 x 5 1/4"" (30.8 x 13.3 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
Hundreds Die by Own Hand from the series Personal Articles,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 12 1/16 x 4 1/2"" (30.7 x 11.4 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76472,http://www.moma.org/collection/works/76472,http://www.moma.org/media/W1siZiIsIjIyMzAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a882291308f808a6,30.7,11.4
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 12 1/16 x 4 1/2"" (30.7 x 11.4 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
Never Before Released Cassavetes Thriller Is a Joy Ride from the series Personal Articles,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 12 7/8 x 6"" (32.7 x 15.2 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76473,http://www.moma.org/collection/works/76473,http://www.moma.org/media/W1siZiIsIjIyMzAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72d755aae3765b81,32.7,15.2
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 6 x 6 1/2"" (15.2 x 16.5 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
New Lascaux Amusement Park to bring renewed wealth and lost of excitement to VazÌ©re valley from the series Personal Articles,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 10 11/16 x 6 7/8"" (27.1 x 17.5 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76474,http://www.moma.org/collection/works/76474,http://www.moma.org/media/W1siZiIsIjIyMzAxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b1ca92d2865bcd4,27.1,17.5
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 10 11/16 x 6 7/8"" (27.1 x 17.5 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
Dalai Lama Introduces Meditation Software from the series Personal Articles,Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition: 6 5/16 x 11 1/4"" (16 x 28.6 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76475,http://www.moma.org/collection/works/76475,http://www.moma.org/media/W1siZiIsIjIyMzAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=525bd612294d2d67,16,28.6
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet: 6 5/16 x 11 1/4"" (16 x 28.6 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 16 x 20"" (40.6 x 50.8 cm)",,,,,,,,,,
"""Hey! Never Mind the Content - Look at the Context!"" from the series Personal Articles",Vik Muniz,7818,"(Brazilian, born 1961)",(Brazilian),(Male),Photolithograph,"Composition (irreg.): 10 1/8 x 4 3/16"" (25.7 x 10.6 cm)",Frances Keech Fund,Print,Drawings & Prints,11/9/00,Y,76476,http://www.moma.org/collection/works/76476,http://www.moma.org/media/W1siZiIsIjIyMzAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4deb378a0b8e522f,25.7,10.6
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet (irreg.): 10 1/8 x 4 3/16"" (25.7 x 10.6 cm)",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,"Mat: 20 x 16"" (50.8 x 40.6 cm)",,,,,,,,,,
John & Jackie,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Lithograph,"Composition: 24 x 19"" (61 x 48.2 cm)",Acquired through the generosity of Marian and James H. Cohen in memory of Andrew Golkin,Print,Drawings & Prints,11/9/00,Y,76480,http://www.moma.org/collection/works/76480,http://www.moma.org/media/W1siZiIsIjIxOTg2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=832687adedabc267,61,48.2
,,,,,,,,,,,,,,,,,
,,,,,,,"Sheet: 24 x 19"" (61 x 48.2 cm)",,,,,,,,,,
Prince Harry and Prince William,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Lithograph,"composition: 24 1/8 x 18 7/8"" (61.2 x 48cm); sheet: 24 x 18 7/8"" (61 x 48cm)",Howard B. Johnson Fund,Print,Drawings & Prints,11/9/00,Y,76485,http://www.moma.org/collection/works/76485,http://www.moma.org/media/W1siZiIsIjIzNTA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=64f2b0cfcdc66c52,61.2,48
Ace from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition (irreg.): 28 3/4 x 45 11/16"" (73 x 116cm); sheet: 30 5/16 x 45 3/4"" (77 x 116.2cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76490,http://www.moma.org/collection/works/76490,http://www.moma.org/media/W1siZiIsIjM3NjA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d6add46c34335aa4,73,116
Big and Little Bullys from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition (irreg.): 48 13/16 x 57 1/16"" (124 x 145 cm); sheet: 46 1/16 x 58 1/8"" (117 x 147.6 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76507,http://www.moma.org/collection/works/76507,http://www.moma.org/media/W1siZiIsIjM3NjA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9259bebff11dca0f,124,145
Eagle Eye from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition (irreg.): 48 13/16 x 37"" (124 x 94 cm); sheet: 49 5/8 x 37 15/16"" (126 x 96.3 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76512,http://www.moma.org/collection/works/76512,http://www.moma.org/media/W1siZiIsIjM3NjA1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa3bfffeaa5cb5f7,124,94
Jap from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition: 18 1/2 x 18 1/8"" (47 x 46 cm); sheet: 19 11/16 x 25 13/16"" (50 x 65.5 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76527,http://www.moma.org/collection/works/76527,http://www.moma.org/media/W1siZiIsIjEyMzI5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f16f6354d1eeabd,47,46
John from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition (irreg.): 25 3/16 x 33 7/8"" (64 x 86 cm); sheet: 29 1/2 x 38 13/16"" (75 x 98.6 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76531,http://www.moma.org/collection/works/76531,http://www.moma.org/media/W1siZiIsIjM3NjA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7877bdf0b712c43d,64,86
'Topher from Ruminations,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Photolithograph,"composition (irreg.): 37 13/16 x 25 9/16"" (96 x 65 cm); sheet: 39 x 27 1/2"" (99 x 69.8 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76535,http://www.moma.org/collection/works/76535,http://www.moma.org/media/W1siZiIsIjM3NjA1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=855262d7e4bfa090,96,65
Democratic Presidential Campaign Print,Robert Rauschenberg,4823,"(American, 1925‰Û_008)",(American),(Male),Digital print,"composition: 44 7/8 x 25 3/16"" (114 x 64 cm); sheet: 47 1/4 x 29 9/16"" (120 x 75.1 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,11/9/00,Y,76539,http://www.moma.org/collection/works/76539,http://www.moma.org/media/W1siZiIsIjM5Mzk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2be5f06355058f1d,114,64
Bottle pumpkin from perfect world (for Parkett no. 58),Jason Rhoades,8286,"(American, 1965‰Û_006)",(American),(Male),"Multiple of hand-painted gourd, backpack, chromogenic color prints, and round cardboard container","gourd: 7 7/8 x 7 7/8 x 13 3/4"" (20 x 20 x 35 cm)",Roxanne H. Frank Fund,Multiple,Drawings & Prints,11/9/00,Y,76543,http://www.moma.org/collection/works/76543,,20,20
,,,,,,,,,,,,,,,,,
,,,,,,,"backpack: 9 1/16 x 11 13/16 x 16 1/8"" (23 x 30 x 41 cm)",,,,,,,,,,
"Ra 2 (21 Reds, 21 Blues, 24 Turquoises, 24 Yellows, 9 Blacks, 8 Whites)",Bridget Riley,4929,"(British, born 1931)",(British),(Female),Screenprint,"composition: 34 5/16 _ 30 1/16"" (87.2 _ 76.3 cm); sheet: 41 7/8 _ 36 9/16"" (106.3 _ 92.9 cm)",Gift of Karsten Schubert,Print,Drawings & Prints,11/9/00,Y,76547,http://www.moma.org/collection/works/76547,,87.2,76.3
